"DatePosted","CVE","BulletinKB","Title","AffectedProduct","AffectedComponent","Severity","Impact","Exploits"
"20130108","CVE-2013-0005","2736428","Vulnerability in Open Data Protocol Could Allow Denial of Service","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Important","Denial of Service",""
"20150714","CVE-2015-2416","3072633","Vulnerabilities in OLE Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Elevation of Privilege",""
"20150714","CVE-2015-2416","3072633","Vulnerabilities in OLE Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Elevation of Privilege",""
"20150714","CVE-2015-2374","3068457","Vulnerability in Netlogon Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Elevation of Privilege",""
"20150714","CVE-2015-2374","3068457","Vulnerability in Netlogon Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Elevation of Privilege",""
"20141014","CVE-2014-4122","2979575","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20141014","CVE-2014-4122","2979575","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20141014","CVE-2014-4122","2979574","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Critical","Remote Code Execution",""
"20141014","CVE-2014-4122","2979574","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Critical","Remote Code Execution",""
"20141014","CVE-2014-4122","2972105","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Critical","Remote Code Execution",""
"20141014","CVE-2014-4122","2972105","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Critical","Remote Code Execution",""
"20141014","CVE-2014-4122","2972106","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20141014","CVE-2014-4122","2972106","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20091208","CVE-2009-2506","973904","Vulnerability in WordPad and Office Text Converters Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Remote Code Execution",""
"20091208","CVE-2009-2506","973904","Vulnerability in WordPad and Office Text Converters Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Remote Code Execution",""
"20140610","CVE-2014-1802","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1802","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1802","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1802","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1802","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1779","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1779","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1779","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1779","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1779","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20120508","CVE-2012-0164","2676562","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0164","2676562","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0164","2659262","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0164","2659262","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0164","2686509","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0164","2686509","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20140610","CVE-2014-2771","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-2771","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-2771","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-2771","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-2771","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20100914","CVE-2010-2729","2347290","Vulnerability in Print Spooler Service Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/16361"
"20100914","CVE-2010-2729","2347290","Vulnerability in Print Spooler Service Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/16361"
"20101214","CVE-2010-3144","2443105","Insecure Library Loading in Internet Connection Signup Wizard Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Remote Code Execution","http://www.exploit-db.com/exploits/14754/"
"20101214","CVE-2010-3144","2443105","Insecure Library Loading in Internet Connection Signup Wizard Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Remote Code Execution","http://www.exploit-db.com/exploits/14754/"
"20090908","CVE-2009-2519","956844","Vulnerability in DHTML Editing Component ActiveX Control Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20090908","CVE-2009-2519","956844","Vulnerability in DHTML Editing Component ActiveX Control Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20130312","CVE-2013-1285","2807986","Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation Of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Elevation of Privilege",""
"20130312","CVE-2013-1285","2807986","Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation Of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Elevation of Privilege",""
"20091013","CVE-2009-2524","975467","Vulnerability in Local Security Authority Subsystem Service Could Allow Denial of Service","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Denial of Service",""
"20091013","CVE-2009-2524","975467","Vulnerability in Local Security Authority Subsystem Service Could Allow Denial of Service","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Denial of Service",""
"20140610","CVE-2014-2769","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-2769","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-2769","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-2769","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-2769","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20120814","CVE-2012-2523","2706045","Vulnerability in JScript and VBScript Engines Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","JScript 5.8","Important","Remote Code Execution",""
"20120814","CVE-2012-2523","2706045","Vulnerability in JScript and VBScript Engines Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","VBScript 5.8","Important","Remote Code Execution",""
"20130409","CVE-2013-1282","2772930","Vulnerability in Active Directory Could Lead to Denial of Service","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Active Directory","Important","Denial of Service",""
"20130409","CVE-2013-1282","2772930","Vulnerability in Active Directory Could Lead to Denial of Service","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Active Directory","Important","Denial of Service",""
"20110614","CVE-2011-1868","2535512","Vulnerabilities in Distributed File System Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20110614","CVE-2011-1868","2535512","Vulnerabilities in Distributed File System Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20110111","CVE-2011-0026","2419635","Vulnerabilities in Microsoft Data Access Components Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Data Access Components 2.8 Service Pack 2","Critical","Remote Code Execution",""
"20110111","CVE-2011-0026","2419635","Vulnerabilities in Microsoft Data Access Components Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Data Access Components 2.8 Service Pack 2","Critical","Remote Code Execution",""
"20140610","CVE-2014-1785","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/40946, https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1785","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/40946, https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1785","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/40946, https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1785","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/40946, https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1785","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/40946, https://exploit-db.com/exploits/34010"
"20150714","CVE-2015-2411","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2411","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2411","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2411","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2411","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution",""
"20150210","CVE-2015-0003","3023562","Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/37098"
"20150210","CVE-2015-0003","3023562","Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution","https://exploit-db.com/exploits/37098"
"20120110","CVE-2012-0003","2598479","Vulnerabilities in Windows Media Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Multimedia Library","Critical","Remote Code Execution","https://exploit-db.com/exploits/18426"
"20120110","CVE-2012-0003","2631813","Vulnerabilities in Windows Media Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","DirectShow","Critical","Remote Code Execution","https://exploit-db.com/exploits/18426"
"20120110","CVE-2012-0003","2598479","Vulnerabilities in Windows Media Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Multimedia Library","Critical","Remote Code Execution","https://exploit-db.com/exploits/18426"
"20120110","CVE-2012-0003","2631813","Vulnerabilities in Windows Media Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","DirectShow","Critical","Remote Code Execution","https://exploit-db.com/exploits/18426"
"20150714","CVE-2015-2391","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2391","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution",""
"20150714","CVE-2015-2391","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2391","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution",""
"20150714","CVE-2015-2391","3065822","Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution",""
"20110712","CVE-2011-1282","2507938","Vulnerabilities in Windows Client/Server Run-time Subsystem Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Elevation of Privilege",""
"20110712","CVE-2011-1282","2507938","Vulnerabilities in Windows Client/Server Run-time Subsystem Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Elevation of Privilege",""
"20120508","CVE-2012-0165","2676562","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0165","2676562","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0165","2659262","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0165","2659262","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0165","2686509","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20120508","CVE-2012-0165","2686509","Combined Security Update for Microsoft Office, Windows, .NET Framework, and Silverlight","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20130709","CVE-2013-3129","2834886","Vulnerability in GDI+ Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows GDI+","Critical","Remote Code Execution",""
"20130709","CVE-2013-3129","2834886","Vulnerability in GDI+ Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows GDI+","Critical","Remote Code Execution",""
"20130709","CVE-2013-3129","2833941","Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 1.1 Service Pack 1","Critical","Remote Code Execution",""
"20130709","CVE-2013-3129","2840628","Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20130709","CVE-2013-3129","2840629","Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 3.5 Service Pack 1","Critical","Remote Code Execution",""
"20130709","CVE-2013-3129","2840629","Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 3.5 Service Pack 1","Critical","Remote Code Execution",""
"20130709","CVE-2013-3129","2840628","Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20130709","CVE-2013-3129","2844285","Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Critical","Remote Code Execution",""
"20130709","CVE-2013-3129","2833941","Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 1.1 Service Pack 1","Critical","Remote Code Execution",""
"20120814","CVE-2012-1852","2705219","Vulnerabilities in Windows Networking Components Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20120814","CVE-2012-1852","2705219","Vulnerabilities in Windows Networking Components Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20120814","CVE-2012-1852","2712808","Vulnerabilities in Windows Networking Components Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
"20120814","CVE-2012-1852","2712808","Vulnerabilities in Windows Networking Components Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20150714","CVE-2015-2387","3077657","Vulnerability in ATM Font Driver Could Allow Elevation of Privilege","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Important","Elevation of Privilege",""
"20150714","CVE-2015-2387","3077657","Vulnerability in ATM Font Driver Could Allow Elevation of Privilege","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Important","Elevation of Privilege",""
"20140610","CVE-2014-1777","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1777","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1777","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1777","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1777","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20100608","CVE-2009-0217","982865","Vulnerability in Microsoft .NET Framework Could Allow Tampering","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 3.5","Important","Tampering",""
"20100608","CVE-2009-0217","982865","Vulnerability in Microsoft .NET Framework Could Allow Tampering","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 3.5","Important","Tampering",""
"20140610","CVE-2014-1804","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1804","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1804","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1804","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1804","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1770","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1770","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Windows Internet Explorer 7","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1770","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Windows Internet Explorer 8","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1770","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20140610","CVE-2014-1770","2957689","Cumulative Security Update for Internet Explorer","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft Internet Explorer 6.0","Critical","Remote Code Execution","https://exploit-db.com/exploits/34010"
"20120508","CVE-2012-0160","2604111","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 3.5 Service Pack 1","Critical","Remote Code Execution",""
"20120508","CVE-2012-0160","2604111","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 3.5 Service Pack 1","Critical","Remote Code Execution",""
"20120508","CVE-2012-0160","2604044","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 1.1 Service Pack 1","Critical","Remote Code Execution",""
"20120508","CVE-2012-0160","2604044","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 1.1 Service Pack 1","Critical","Remote Code Execution",""
"20120508","CVE-2012-0160","2604092","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Critical","Remote Code Execution",""
"20120508","CVE-2012-0160","2604092","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 2.0 Service Pack 2","Critical","Remote Code Execution",""
"20120508","CVE-2012-0160","2604121","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20120508","CVE-2012-0160","2604121","Vulnerabilities in .NET Framework Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","Microsoft .NET Framework 4","Critical","Remote Code Execution",""
"20091208","CVE-2009-2505","974318","Vulnerabilities in Internet Authentication Service Could Allow Remote Code Execution","Microsoft Windows Server 2003 x64 Edition Service Pack 2","","Critical","Remote Code Execution",""
"20091208","CVE-2009-2505","974318","Vulnerabilities in Internet Authentication Service Could Allow Remote Code Execution","Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2","","Critical","Remote Code Execution",""
